date,title,sentiment_label,sentiment_score
2011-12-21,Agilent Technologies Expands Vacuum Products Portfolio with Acquisition of Pump Maker P.V.R.,Negative,-1
2011-12-22,Kingtone Wirelessinfo Solution Holding Receives NASDAQ Notification of Non-Compliance with Minimum B,Neutral,0
2011-12-27,UPDATE: Jefferies Lowers Price Target on Alcoa to $12,Positive,1
2011-12-28,Notable Put Options Activity on Agilent Technologies,Positive,1
2011-12-29,ACI Worldwide Extends Expiration Date for S1 Exchange Offer,Positive,1
2011-12-30,"End-of-Day Market Summary for December 30, 2011",Positive,1
2012-01-02,Earnings Expectations for the Week of January 2,Positive,1
2012-01-03,UPDATE: Deutsche Bank Initiates Coverage on Advance Auto at Buy,Positive,1
2012-01-04,JP Morgan Adds Agilent Technologies to Analyst Focus List,Positive,1
2012-01-05,Alcoa Says Total Restructuring Related Charges for Q4 Expected to Be Between $0.15-0.16 per Share -R,Positive,1
2012-01-06,VirtualScopics Announces Receipt of Notice from Nasdaq,Positive,1
2012-01-07,Jim Cramer on Mad Money: ' I Don't Think Alcoa Will Meet the Numbers that Analysts Are Expecting to ,Negative,-1
2012-01-08,Earnings Expectations for the Week of January 9,Positive,1
2012-01-09,Orckit Announces Receipt of Nasdaq Delisting Notice; Intends to Request Hearing to Appeal Decision,Positive,1
2012-01-10,Receives NYSE Non-Compliance Letter,Positive,1
2012-01-11,"AllianceBernstein Announces December 31, 2011 Assets Under Management $406B from $411B MoM",Negative,-1
2012-01-12,UPDATE: Key Banc Downgrades American Campus Communities to Hold,Neutral,0
2012-01-13,"Benzinga's Top ETF Decliners, January 13th (BOIL, SOXL, TAN, NUGT)",Positive,1
2012-01-16,Weekly Homework: When Will Bonds Unravel? (w/ Economic Calendar & Stock Radar),Positive,1
2012-01-17,Morgan Stanley Closes Research Tactical Idea on AllianceBernstein,Positive,1
2012-01-18,Deutsche Bank Maintains Buy on Agilent After Dividend Announcement,Positive,1
2012-01-19,"Benzinga's Top ETF Decliners, January 19th (NUGT, UNG, TAN, SOXS)",Positive,1
2012-01-20,Hearing Cleveland Research Upgrading Advanced Auto Parts to Buy,Positive,1
2012-01-23,UPDATE: Successfactors Says Received Cfius Notification of Investigation,Positive,1
2012-01-24,Advance Auto Parts Trading 0.3% Higher on Heavy Volume; Currently at $75.15,Negative,-1
2012-01-25,Alcoa Expanding Aluminum Lithium Capabilities to Meet Growing Aerospace Demand for Its Industry-Lead,Negative,-1
2012-01-26,"Top 4 Stocks In The Air Services, Other Industry With The Highest Operating Margin",Negative,-1
2012-01-27,Five Companies Google Should Buy in 2012,Positive,1
2012-01-29,ABB Near $4B Acquisition of Thomas & Betts -WSJ,Positive,1
2012-01-30,Small Cap Top Performers in January,Negative,-1
2012-01-31,Guanwei Recycling Corp. Receives Nasdaq Letter Regarding Non-Compliance With Minimum Bid Price Rule,Neutral,0
2012-02-01,The Advisory Board Reports Q3 EPS $0.46 vs $0.48 Est; Revenues $100.00M vs $98.25M Est,Neutral,0
2012-02-02,Why is AutoZone chasing your clunkers?,Positive,1
2012-02-03,UPDATE: Feltl & Company Upgrades Arctic Cat to Strong Buy,Negative,-1
2012-02-06,Acorda Therapeutics Announces Launch of Authorized Generic Version of ZANAFLEX CAPSULES®,Positive,1
2012-02-07,A Look At A New Small-Cap ETF,Positive,1
2012-02-08,"Benzinga's M&A Chatter for Wednesday February 8, 2012",Positive,1
2012-02-09,"Aaron's Guides Q1 Revenue $570M vs $568.5M Est, Q1 EPS $0.58-0.62 vs $0.62 Est, FY Revenue $2.15B, H",Neutral,0
2012-02-10,"BHP Billiton Spokesperson: I Am Unable To Comment On Any Potential Non-public Activity, Regarding Ch",Positive,1
2012-02-12,Earnings Expectations for the Week of February 13,Positive,1
2012-02-13,Eppendorf Licenses Technology for Thermal Cyclers to Agilent,Positive,1
2012-02-14,"Option Alert: Alcoa April 10 Call; Block Trade, 20,000 Contracts",Positive,1
2012-02-15,Agilent Technologies Falls 7% After-Hours,Neutral,0
2012-02-16,"Jefferies Reiterates Buy, $60 Target on Agilent Technologies",Positive,1
2012-02-17,"Goldman Sachs Maintains Advance Auto Parts at Neutral, Raises PT from $78 to $92",Negative,-1
2012-02-19,Seven Hot Retail Stocks,Positive,1
2012-02-20,"Benzinga's M&A Chatter for Friday February 17, 2012",Positive,1
2012-02-21,Comcast Sucks the Life Out of Hulu,Neutral,0
2012-02-22,Aaron's Names Ronald W. Allen President and Chief Executive Officer,Positive,1
2012-02-23,ACE Limited Board Will Recommend 4.25% Dividend Increase to Shareholders at 2012 Annual General Meet,Negative,-1
2012-02-26,I've just made a horrible investment,Neutral,0
2012-02-27,Hearing Argus Upgrades American Campus Communities from Hold to Buy with $6 PT,Positive,1
2012-02-28,Durable Goods Orders Signal a Struggling Industrial Sector,Neutral,0
2012-02-29,Notable Call Options Activity in AmerisourceBergen,Positive,1
2012-03-01,"Stocks Watchlist For Friday, March 02",Positive,1
2012-03-02,Asbury Automotive Group Trading 3.4% Higher on Heavy Volume; Currently at $27.4,Negative,-1
2012-03-03,"VeriFone Earnings Preview: Double-Digit EPS, Sales Growth Expected",Negative,-1
2012-03-05,"Morning Social Media Outlook for Mon Mar 5 (LNKD, C, A, AGNC)",Positive,1
2012-03-06,"Morgan Stanley Initiates Coverage on Agilent Technologies at Overweight, Announces PT of $54",Negative,-1
2012-03-07,Alcoa Wins $2.1M Navy Contract to Apply Advanced Manufacturing Techniques to Shipbuilding,Negative,-1
2012-03-08,UPDATE: Bank of America Raises Actuant's PT,Positive,1
2012-03-09,S&P Indices Announces Changes to U.S. Index,Positive,1
2012-03-11,"Earnings Expectations for the Week of March 12 (URBN, ROST)",Positive,1
2012-03-12,"Morning Social Media Outlook for Monday March 12 (ZOLL, SBUX, A, T)",Positive,1
2012-03-13,Accenture Remains Top IT Pick for Morgan Stanley,Positive,1
2012-03-14,"Benzinga's Top ETF Decliners, March 14th (NUGT, AGQ, GDXJ)",Positive,1
2012-03-15,"Benzinga's M&A Chatter for Thursday March 15, 2012",Positive,1
2012-03-16,"Accenture, Covidien, Seagate and Other St. Patrick's Stock Picks",Positive,1
2012-03-18,"Earnings Expectations for the Week of March 19 (FDX, ORCL, NKE, TIF)",Positive,1
2012-03-19,Market Update,Positive,1
2012-03-20,Hearing Cantor Fitzgerald Downgrades Aluminum Corporation of China to Strong Sell,Neutral,0
2012-03-21,"Benzinga's M&A Chatter for Wednesday March 21, 2012",Positive,1
2012-03-22,Accenture Offers Up a Beat and Raise Quarter,Positive,1
2012-03-23,UPDATE: Stifel Nicolaus Increases Target to $96 on Advisory Board Company,Negative,-1
2012-03-26,"Morning Social Media Outlook for Monday March 26 (LGF, A, H, YHOO)",Positive,1
2012-03-27,UPDATE: Stifel Nicolaus Increases Target to $13 on Alcoa,Negative,-1
2012-03-28,Durable Goods Orders Signal a Struggling Industrial Sector; Inventories at Record Highs,Neutral,0
2012-03-29,Acacia Subsidiary Enters into Settlement Agreement with Moser Baer,Negative,-1
2012-03-30,Stocks Head Into Q1 Close On Upnote; Centene Surges,Negative,-1
2012-04-01,"Earnings Expectations for the Week of April 2 (KMX, MON, STZ)",Positive,1
2012-04-02,Is Gold Overpriced Relative to Other Commodities?,Neutral,0
2012-04-03,"ETFs For Q1 Earnings Reports (OIH, IAI, SOIL)",Positive,1
2012-04-04,A Peek Into The Market Before The Trading Starts,Positive,1
2012-04-05,Stock Act: Penalty Does NOT Fit the Crime,Positive,1
2012-04-08,"Earnings Expectations for the Week of April 9 (AA, GOOG, JPM)",Positive,1
2012-04-09,Discover Financial Services Commences Exchange Offers for Outstanding Senior Notes Due 2019 and 2017,Positive,1
2012-04-10,Stocks on Watch for the 11th of April,Positive,1
2012-04-11,"Seagate, SAP and Other Top European Tech Stocks",Positive,1
2012-04-12,"Morning Social Media Outlook for Thursday April 12 (RMTI, FORM, AVID, CSC)",Positive,1
2012-04-13,UPDATE: Morgan Stanley Downgrades AmerisourceBergen to Equal-Weight,Neutral,0
2012-04-16,"Stick with cash generating stocks, bonds and gold",Positive,1
2012-04-18,"Acacia Subsidiary Enters into Settlement and License Agreement with PROCON, Inc",Negative,-1
2012-04-19,UPDATE: Stifel Nicolaus Raises PT to $52 on Agilent Technologies,Negative,-1
2012-04-21,Achillion Announces 94 - 100% Complete EVR From Phase 2 Trial With ACH-1625 Based Regimen in Hepatit,Negative,-1
2012-04-23,Heairng Baird Positive on Achillion Pharmaceuticals,Negative,-1
2012-04-24,Harley-Davidson Earnings Preview: Q1 EPS Expected to Be Up 29%,Negative,-1
2012-04-25,Durable Goods Orders Signal a Struggling Industrial Sector; Inventories at Record High,Neutral,0
2012-04-26,Aaron's Reports Q1 Revenues $586.9M vs $568.29M Est,Negative,-1
2012-04-27,"Agilent Technologies, Centellax Announce Agilent Will Acquire Centellax's Test and Measurement Busin",Positive,1
2012-04-29,Barron's Recap (4/28/12): Can the Dow Stay Relevant?,Positive,1
2012-04-30,"Option Alert: Alcoa June 11 Call; Block Trade: 15,000 Contracts; Currently $9.69",Positive,1
2012-05-01,"American Capital Reports Q1 EPS $0.24, Which May Not Be Comparable to $0.19 Est",Neutral,0
2012-05-02,AllianceBernstein Holding Reports Q1 EPS $0.29 vs $0.24 Est; Revenues $682M vs $653.22M Est,Neutral,0
2012-05-03,Atlas Air Worldwide Holdings Reports Q1 EPS $0.51 May Not Compare vs $0.15 Est; Revenues $359.3M vs ,Neutral,0
2012-05-04,"Jefferies & Company Maintains Barrick Gold at Buy, Raises PT from $60 to $53",Negative,-1
2012-05-07,Top 4 Small-Cap Stocks In The Recreational Vehicles Industry With The Highest Revenue,Positive,1
2012-05-08,AAON Reports Q1 EPS $0.18 vs $0.19 Est; Revenues $65M vs $64.71M Est,Neutral,0
2012-05-09,"AllianceBernstein April 30, 2012 Assets Under Management $418B; Down 0.3% MoM",Neutral,0
2012-05-10,AmerisourceBergen Authorizes a New $750M Share Repurchase Program and Approves Quarterly Dividend,Positive,1
2012-05-13,"Earnings Expectations for the Week of May 14 (WMT, HD, ANF)",Positive,1
2012-05-14,Agilent Tech Guides FY EPS $3.18-3.24 vs $3.19 Est; Guides FY Revenue $6.94-7B vs $6.95B Est; Guides,Negative,-1
2012-05-15,UPDATE: Stifel Nicolaus Increases PT to $54 on Agilent Technologies; FQ2 Beat; Guidance,Negative,-1
2012-05-16,ACE Limited Shareholders Approve 4.25% Increase in Quarterly Dividend to $0.49,Negative,-1
2012-05-17,"Benzinga's M&A Chatter for Thursday May 17, 2012",Positive,1
2012-05-18,UPDATE: JP Morgan Lowers PT to $76 on Advance Auto Parts; Expense Cuts Impacting Sales,Neutral,0
2012-05-20,"Earnings Expectations for the Week of May 21 (BBY, LOW, DELL, HPQ)",Positive,1
2012-05-21,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest Dividend Yield,Positive,1
2012-05-22,A Peek Into The Market Before The Trading Starts,Positive,1
2012-05-23,UPDATE: Canaccord Genuity decreases PT on Analog Devices to $42,Neutral,0
2012-05-24,Durable Goods Orders Signal a Struggling Industrial Sector,Neutral,0
2012-05-29,Cabium Learning Group Will Buy Back Up to $5M Shares,Positive,1
2012-05-30,Sterne Agee Initiates Barrick Gold at Neutral,Positive,1
2012-05-31,UPDATE: Citi Lowers Analog Devices' PT,Positive,1
2012-06-01,"Gold Stocks, ETFs Glitter on QE3 Hope - IBD",Positive,1
2012-06-04,The US Economy and the United Nations: Bold Strategies Needed - Tax Reform and Benefits Reform,Positive,1
2012-06-05,AllianceBernstein Announces New Leadership in Alternative Segment,Positive,1
2012-06-06,"ECB, BoC, RBA, Fed: Central Bank Watch 2.0, Predicting More Twist",Positive,1
2012-06-07,Autobytel Board Authorizes Additional $2.0 Million for Share Repurchases,Positive,1
2012-06-08,UPDATE: Stifel Nicolaus Reduces PT to $69 on Accenture on Cyclical Headwinds,Neutral,0
2012-06-09,"Benzinga's Microcap Movers for Friday June 8, 2012",Positive,1
2012-06-11,"UPDATE: Dahlman Rose Upgrades Atlas Air Worldwide Holdings to Buy, Reiterates $57 PT",Positive,1
2012-06-12,AllianceBernstein Assets Under Management Down 4% in May,Neutral,0
2012-06-13,"Citigroup Reiterates Buy Rating, $81 PT for ACE Limited",Positive,1
2012-06-14,Benzinga's After Hours Movers,Positive,1
2012-06-15,"UPDATE: Citigroup Initiates Agilent Technologies with Buy, $46 PT on Favorable Outlook",Negative,-1
2012-06-18,"Social Media Outlook for Monday June 18 (BKS, A, INFI, DSW)",Positive,1
2012-06-19,AECOM JV Awarded $70M Construction-Management Contract by the U.S. Department of Defense,Negative,-1
2012-06-20,Top 4 NASDAQ Stocks In The General Building Materials Industry With The Highest Cash,Positive,1
2012-06-21,UPDATE: Goldman Sachs Lowers PT on Alcoa to $10,Neutral,0
2012-06-22,"Foreign Exchange Creating Headwinds for Philip Morris, Others",Neutral,0
2012-06-25,"Earnings Expectations for the Week of June 25 (MON, NKE, GIS)",Positive,1
2012-06-26,AutoZone Upgraded Upon Increased Analyst Faith,Negative,-1
2012-06-27,"UBS Maintains Advance Auto Parts at Buy, Lowers PT from $91 to $80",Positive,1
2012-06-28,"Top 4 Stocks In The Air Services, Other Industry With The Highest EPS",Negative,-1
2012-06-29,Stocks Other Than Ford That Could be Hurt by Woes in Europe,Neutral,0
2012-07-02,Benzinga's Top Pre-Market Losers,Positive,1
2012-07-03,5 Scientific & Technical Instruments Stocks With The Highest Revenue,Positive,1
2012-07-05,"Social Media Outlook for Thursday July 5 (ED, NLY, A, FB)",Positive,1
2012-07-06,"Option Alert: Alcoa January 2013 9 Call; Block Trade: 10,000 Contracts @ $0.76; Currently $8.67",Positive,1
2012-07-07,"Alcoa, JP Morgan, Bank of America and Yum Brands Get Earnings Season off to a Roaring Start This Wee",Negative,-1
2012-07-09,"Social Media Outlook for Monday July 9 (WLP, AGP, V, AA)",Positive,1
2012-07-10,"UPDATE: ISI Group Initiates Agilent with Overweight, $46.50 PT on Attractive Leverage to Mega-Trends",Negative,-1
2012-07-11,"UPDATE: BMO Capital Downgrades Alcoa to Underperform, Lowers PT",Neutral,0
2012-07-12,"AllianceBernstein Announces June 30, 2012 Assets Under Management of $407B; Up 2%",Negative,-1
2012-07-13,Kinross Gold Spokesperson Won't Comment on Earlier Takeover Rumor Reported in Globe and Mail,Positive,1
2012-07-14,"Benzinga's M&A Chatter for Friday July 13, 2012",Positive,1
2012-07-16,Agilent Technologies Signs Agreement to Acquire AT4 wireless' Test Systems Business,Negative,-1
2012-07-17,Keefe Bruyette & Woods Suspends Coverage on American Campus Communities,Neutral,0
2012-07-18,"UPDATE: Deutsche Bank Downgrades Acadia Healthcare to Hold, Reiterates $19 PT",Neutral,0
2012-07-19,"Agree Realty Announces Wawa Portfolio Acquisition For $14,200,000",Positive,1
2012-07-20,Best & Worst ETFs and Mutual Funds: All-cap Value Style,Positive,1
2012-07-23,UPDATE: Citigroup Raises PT to $51 on Agilent Technologies as Valuation Moves to 2013 Base,Negative,-1
2012-07-24,"Aaron's Guides Q3 EPS $0.40-0.44 vs $0.43 Est, Guides FY12 EPS $1.98-2.06 vs $2.03 Est",Positive,1
2012-07-25,Hilliard Lyons Downgrades Aaron's from Long-term Buy to Neutral,Neutral,0
2012-07-26,"Bank of America Upgrades AllianceBernstein Holding from Underperform to Neutral, Maintains PO at $14",Negative,-1
2012-07-27,Benzinga's Top Upgrades,Positive,1
2012-07-30,Barron's Recap (7/28/12): Financial Advisory Teams are the Future,Positive,1
2012-07-31,"From Earlier, AmerisourceBergen Signs Three Year Pharmaceutical Supply Agreement with Express Script",Negative,-1
2012-08-01,Knight Capital Glitch May Have Impacted Some ETFs,Neutral,0
2012-08-02,Agilent Technologies Expands Wireless Test Portfolio by Completing Acquisition of AT4 Wireless Test ,Negative,-1
2012-08-03,CapitalOne Southcoast Downgrades Actions Semiconductor from Add to Neutral,Neutral,0
2012-08-06,Advance Auto Parts Earnings Preview,Positive,1
2012-08-07,UPDATE: Aecom Posts Downbeat Q3 Profit,Neutral,0
2012-08-08,AAON Reports Q2 EPS $0.38 May Not Compare to $0.23 Est; Revenues $83.3M May Not Compare to $72.53M E,Neutral,0
2012-08-09,Atlantic American Reports Q2 EPS $0.03; Revenues $35M,Positive,1
2012-08-10,"Barclays Maintains Advance Auto Parts at Equal-weight, Lowers PT from $78 to $72",Positive,1
2012-08-13,"Jefferies & Company Maintains Agilent Technologies at Buy, Lowers PT from $60 to $58",Positive,1
2012-08-14,Dan Loeb's Third Point Capital Buys Health Insurance Stocks,Positive,1
2012-08-15,Agilent Guides Q4 EPS $0.80-0.82 May Not Compare to $0.93 Est; Guides Q4 Revenue $1.76-1.78B May Not,Positive,1
2012-08-16,"Barclays Maintains Agilent Technologies at Overweight, Lowers PT from $50 to $46",Neutral,0
2012-08-17,"Barrington Research Maintains ACCO Brands Corp. at Outperform, Lowers PT from $15 to $11",Neutral,0
2012-08-20,Top 4 NYSE Stocks In The Asset Management Industry With The Highest Operating Margin,Negative,-1
2012-08-21,Benzinga's Top Downgrades,Neutral,0
2012-08-22,American Capital Refinances Secured Debt With $600 Million Term Facility And Obtains $250 Million Re,Positive,1
2012-08-23,Benzinga's Top Upgrades,Positive,1
2012-08-24,Benzinga's Top Pre-Market Losers,Positive,1
2012-08-27,Aaron's Chairman Resigns,Neutral,0
2012-08-28,Acorda Therapeutics Announces GGF2 Preclinical Data on Treatment of Erectile Dysfunction,Positive,1
2012-08-29,AcelRx Pharmaceuticals Receives Fourth and Fifth U.S. Patents for Small-Volume Oral Transmucosal Dos,Negative,-1
2012-08-30,Achillion to Raise $41.8 Million Through Registered Direct Offering,Positive,1
2012-08-31,"UPDATE: Piper Jaffray Reiterates Overweight Rating, Lowers PT on Achillion Pharmaceuticals",Neutral,0
2012-09-04,Atlas Air Worldwide Wins Airforce One Contract,Negative,-1
2012-09-05,Glencore Will Make Formal Offer to Buy Alcoa's Sardinian Aluminum Plant -SkyTV,Positive,1
2012-09-06,China Looking to Africa for Gold Riches,Positive,1
2012-09-07,Agilent Tech in Pact with Liposcience,Negative,-1
2012-09-10,Agilent Technologies Prices $400 Million of Senior Notes,Positive,1
2012-09-11,Benzinga's Top Pre-Market Gainers,Negative,-1
2012-09-12,"Citigroup Maintains AllianceBernstein Holding at Buy, Raises PT from $14 to $17",Negative,-1
2012-09-13,Top 4 NASDAQ Stocks In The Property & Casualty Insurance Industry With The Highest Cash,Positive,1
2012-09-14,Benzinga's Top Upgrades,Positive,1
2012-09-17,Atlas Air Says Inspections on GE Genx-2B Engines for 747-8 Haven't Uncovered Any Issues So Far,Neutral,0
2012-09-18,UPDATE: Jefferies Downgrades Alcoa to Hold Post Share Rise on Fed QE,Neutral,0
2012-09-19,AutoZone Needs a Tune Up,Positive,1
2012-09-20,UPDATE: Bank of America Reduces AllianceBernstein Holding LP to Underperform on Valuation,Neutral,0
2012-09-21,ACI Worldwide to Buy Back Warrants for 1.08M Shares at $33 Each,Positive,1
2012-09-24,Arbor Realty Trust Closes $125M Collateralized Loan Obligation; Says Will Use to Repay Debt,Positive,1
2012-09-25,PennantPark Investment Corporation Prices 9M Share Public Offering at $10.82 per Share,Positive,1
2012-09-26,American Capital Announces the Purchase of 11.4 Million of Its Shares,Positive,1
2012-09-27,UPDATE: Dahlman Rose Downgrades Alcoa to Hold on Aluminum Pricing Trends,Neutral,0
2012-09-28,Goldman Sachs Terminates Coverage on Aecom Technology,Neutral,0
2012-10-01,Alcoa Sees Charge of $0.08 per Share on EPA Remedial Action Plan for Grasse River,Positive,1
2012-10-02,"Deutsche Bank Maintains Alcoa at Hold, Lowers PT from $9 to $8",Neutral,0
2012-10-03,J.P. Morgan Lowers Alcoa Earnings Outlook,Neutral,0
2012-10-04,Arbor Realty Trust Offers 3.5M Shares,Positive,1
2012-10-05,"Pay Attention to the Financials Next Week, Not Alcoa",Positive,1
2012-10-08,Stocks Post Moderate Losses to Start Week,Neutral,0
2012-10-09,UPDATE: Alcoa Says Aluminum Fundamentals are Strong; Company is Dependent on Upstream Aluminum Price,Negative,-1
2012-10-10,"Yum! Brands' 3Q Propelled by China, Emerging Markets",Positive,1
2012-10-11,Brent Crude Oil Rises After Volatile Wednesday,Negative,-1
2012-10-12,Earnings Analysis: Alcoa Inc,Positive,1
2012-10-15,Australia Acquisition Announces Extension of Tender Offer,Positive,1
2012-10-16,"Citigroup Maintains Agilent Technologies at Buy, Lowers PT from $47 to $45",Neutral,0
2012-10-17,Accenture Helps AXA Streamline Finance Function in Europe,Negative,-1
2012-10-18,"Benzinga's M&A Chatter for Thursday October 18, 2012",Positive,1
2012-10-19,"Jefferies & Company Maintains Barrick Gold at Buy, Raises PT from $43 to $50",Negative,-1
2012-10-22,"UPDATE: Oppenheimer Holdings Reiterates Perform Rating, Lowers PT on Advance Auto Parts",Neutral,0
2012-10-23,From Earlier: Asbury Automotive Group Reports Q3 EPS $0.72 vs $0.64 Est; Revenues $1.2B vs $1.19B Es,Negative,-1
2012-10-24,"UPDATE: Deutsche Bank Reiterates Hold Rating, Raises PT on Asbury Automotive Group",Positive,1
2012-10-25,Aaron's Guides FY13 EPS $2.25-2.41 vs $2.24 Est; Guides Q4 Revenue About $575M; Guides Q4 EPS $0.48-,Negative,-1
2012-10-26,UPDATE: Feltl and Company Upgrades Arctic Cat to Strong Buy on Positive Outlook,Negative,-1
2012-10-29,AmerisourceBergen Names Lawrence Marsh CSO and Senior VP of New Market Development,Positive,1
2012-10-30,Miller Tabak Downgrades ACE from Buy to Hold,Neutral,0
2012-10-31,From Earlier: Acco Brands Reports Q3 EPS $0.29 vs $0.29 Est; Revenues $501.2M vs $526.97M Est,Neutral,0
2012-11-01,"Benzinga's M&A Chatter for Thursday November 1, 2012",Positive,1
2012-11-02,"Stephens Downgrades Atlas Air Worldwide Holdings from Overweight to Equal-weight, Lowers PT from $67",Neutral,0
2012-11-03,Earnings Expectations for the Week of November 5,Positive,1
2012-11-05,"Benzinga's M&A Chatter for Monday November 5, 2012",Positive,1
2012-11-06,Atlanticast Financialoration Reports Q3 EPS $-0.66,Positive,1
2012-11-07,"Agilent, Roche Sign Deal for Continued Service to NimbleGen Customers",Negative,-1
2012-11-08,Advance Auto Parts Reports Q3 EPS $1.21 vs $1.22 Est; Revenues $1.46B vs $1.46B Est,Negative,-1
2012-11-09,"Option Alert: Advance Auto Parts December 90 Call; Block Trade: 2,000 Contracts @$0.25; Currently $7",Positive,1
2012-11-12,Best & Worst ETFs and Mutual Funds: Mid-cap Blend Style,Positive,1
2012-11-13,CNBC's David Faber Says Advance Auto Parts Sale Still 'Couple' Months Away,Neutral,0
2012-11-14,"Agilent Tech Names Ron Nersesian Pres, COO, Says Bill Sullivan to Remain CEO",Positive,1
2012-11-15,Alcoa Closes Sale of Tapoco Hydroelectric Project,Positive,1
2012-11-16,UPDATE: Advance Auto to Send Confidentiality Pacts After Thanksgiving - DealReporter,Positive,1
2012-11-18,Earnings Expectations for the Week of November 19,Positive,1
2012-11-19,"UPDATE: Agilent Posts 47% Rise In FQ4 Profit, Issues Weak Forecast",Neutral,0
2012-11-20,"Barclays Maintains Agilent Technologies at Overweight, Lowers PT from $46 to $40",Neutral,0
2012-11-21,"Barclays Maintains Arch Capital Group at Overweight, Raises PT from $48 to $51",Negative,-1
2012-11-23,"J.C. Penney, Navistar and Other Stocks Insiders Are Buying",Positive,1
2012-11-25,Earnings Expectations for the Week of November 26,Positive,1
2012-11-26,Top 4 NASDAQ Stocks In The General Building Materials Industry With The Highest Revenue,Negative,-1
2012-11-27,AmerisourceBergen Files Automatic Mixed Securities Shelf,Positive,1
2012-11-28,Disney: The Dow's New Dividend Dynamo,Positive,1
2012-11-29,"GE, Accenture Enter JV Related to Aircraft Maintenance",Positive,1
2012-11-30,Top 4 Stocks In The Drugs Wholesale Industry With The Highest ROE,Negative,-1
2012-12-03,Avoid These Single-Digit Stocks in 2013,Positive,1
2012-12-04,Atlantic American Declares $0.05/Share Special Dividend,Positive,1
2012-12-05,A Peek Into The Market Before The Trading Starts,Positive,1
2012-12-06,Agree Realty Closes $25M Financing,Positive,1
2012-12-07,Acadia Healthcare Prices 10.57M Share Offering at $22.50/Share,Positive,1
2012-12-09,Dow Pariahs for 2013,Positive,1
2012-12-10,S&P Upgrades American Capital from B to B+; Outlook Stable,Negative,-1
2012-12-11,Williams to Invest Up to $2.4B in Access Midstream Partners GP,Positive,1
2012-12-12,"Alcoa, Ma'aden Begin Expansion of Aluminum Rolling Mill in Ras Al Khair, Saudi Arabia",Negative,-1
2012-12-13,"Alcoa Opens Aluminum Wheel Facility in Suzhou, China",Positive,1
2012-12-14,"Ares Commericial Real Estate to Sell $60M in Convertible Senior Notes, Sees Net Proceeds $57.4M",Positive,1
2012-12-15,Barron's Recap (12/15/12): Outlook for 2013,Positive,1
2012-12-16,Earnings Expectations for the Week of December 17,Positive,1
2012-12-17,"Benzinga Market Primer, Monday, December 17",Positive,1
2012-12-18,Moody's Reviewing Alcoa's Ratings for Downgrade,Neutral,0
2012-12-19,Benzinga's Top Pre-Market Losers,Positive,1
2012-12-20,"Alcoa, Siemens in Pact; Terms Not Disclosed",Positive,1
2012-12-21,"UPDATE: Deutsche Bank Initiates Coverage on Arbor Realty Trust with Buy Rating, $7.50 PT",Positive,1
2012-12-24,"Benzinga Market Primer, Monday, December 24: Christmas Eve Edition",Positive,1
2012-12-26,"Bank of America Merrill Lynch Reiterates Buy Rating, $13 PT on Achillion Pharmaceuticals",Positive,1
2012-12-27,American Capital Announces Purchase of 8.8M of Its Shares,Positive,1
2012-12-28,Argentina Restructured Bondholders Say Order Violates Rights -Bloomberg,Neutral,0
2012-12-30,Earnings Expectations for the Week of December 31,Positive,1
2012-12-31,Acacia Subsidiary Announces Settlement and License Agreement with CarrierWeb,Negative,-1
2013-01-02,"UPDATE: BMO Capital Markets Initiates AbbVie at Outperform on Yield, Humira Support",Negative,-1
2013-01-03,UPDATE: Morgan Stanley Initiates AbbVie at Equal-Weight; Heavy Reliance on Humira,Negative,-1
2013-01-04,The Week Ahead: Kicking Off Earnings Season,Positive,1
2013-01-06,Alcoa Earnings Preview: Lower Fourth-Quarter Revenue Expected,Neutral,0
2013-01-07,Major Averages Record Small Losses to Start Week,Neutral,0
2013-01-08,"William F. Oplinger to Become Alcoa CFO, Effective April 1, 2013",Positive,1
2013-01-09,"Market Wrap for Wednesday, January 9: Stocks Record Moderate Gains",Negative,-1
2013-01-10,Macquarie Downgrades Alcoa Inc. to Underperform,Neutral,0
2013-01-11,Advance Auto Parts Spikes Higher,Negative,-1
2013-01-14,Top 4 Stocks In The Drugs Wholesale Industry With The Highest Profit Margin,Negative,-1
2013-01-15,"Deutsche Bank Maintains Hold on Alcoa Inc., Raises PT to $9.00",Negative,-1
2013-01-16,"UPDATE: Jefferies Initiates AbbVie at Buy on Growth Outlook, High Yield",Negative,-1
2013-01-17,"Agilent Authorizes $500M Buyback, Raises Qtr. Dividend from $0.10 to $0.12/Share",Negative,-1
2013-01-18,"Barclays Initiated Coverage on Acco Brands Corporation at Equalweight, Announced $9.00 PT",Positive,1
2013-01-20,"Adobe, Darden and Other Stocks Insiders Are Buying",Positive,1
2013-01-22,2 Obscure MLP Picks For 2013,Positive,1
2013-01-23,"UBS Maintains Buy on AmerisourceBergen Corporation (Holding Co), Raises PT to $51.00",Negative,-1
2013-01-24,AmerisourceBergen Corporation (Holding Co) Reports Q1 EPS of $0.69 vs $0.67 Est; Revenue of $21.47B ,Negative,-1
2013-01-25,"Apple Finds A Sweet Spot In China, But Other American Brands?",Positive,1
2013-01-28,Cowen & Company Initiates Coverage on ACADIA Pharmaceuticals Inc. at Outperform,Negative,-1
2013-01-29,Arbor Realty Trust Reports Offering of Series A Cumulative Redeemable Preferred Stock,Positive,1
