date,title,sentiment_label,sentiment_score
2014-04-09,Market Wrap For April 9: Investors Breathe Sigh Of Relief Over Rate Worries,Negative,-1
2014-04-10,"Option Alert: Alcoa Jan $15 Call; 23,341 Contract Trade Between Bid and Ask @$0.60; Currently $12.80",Positive,1
2014-04-11,"Fitch Cuts Alcoa to Junk, Rating Now BB+ from BBB-",Neutral,0
2014-04-17,"#PreMarket Primer: Thursday, April 17: Violence In Ukraine Could Deter Thursday's Negotiations",Neutral,0
2014-04-23,S&P Affirms Ratings on Alcoa; Outlook Negative,Positive,1
2014-05-01,Alcoa Board Approves Quarterly Dividends,Positive,1
2014-05-05,"TD Ameritrade's IMX Declines: Equity Market Exposure Decreased, Net Buying Favored Tech",Neutral,0
2014-05-08,Agilent Announces NFC Conformance Test System,Positive,1
2014-05-09,"Northcoast Research Initiates Coverage on Alcoa Inc. at Buy, Announces $17.00 PT",Positive,1
2014-05-12,Market Wrap For May 12: Dow And S&P Close At Record Highs,Positive,1
2014-05-14,"Agilent Technologies, Inc. Sees FY2014 EPS $2.96-3.16 vs $3.08 Est; Sees Sales $6.90B-7.10B vs $6.98",Positive,1
2014-05-15,Agilent Reports Q2 Earnings; Shares Slip,Positive,1
2014-05-19,U.S. Directly Accuses Chinese Government Of Online Economic Espionage,Neutral,0
2014-05-21,Agilent Announces Dominque Grau SVP Human Resources,Positive,1
2014-05-29,Market Wrap For May 29: Investors Welcome Another Record High For The S&P 500,Negative,-1
2014-06-02,"Market Wrap For June 2: Dow, S&P Continue Rising, Nasdaq Slightly Lower",Negative,-1
2014-06-04,"Agilent Adjusts Q2 GAAP EPS from $0.45 Reported on May 14th to $0.41, No Changes to Adj. EPS",Positive,1
2014-06-05,#Premarket Prep Technical Update - Alcoa Trading Over $14.00,Positive,1
2014-06-09,Agilent Announces Collaboration With Nippon Avionics For Thermal Imager Solutions,Negative,-1
2014-06-12,BMO Capital Upgrades Alcoa Inc. to Market Perform,Negative,-1
2014-06-16,Alcoa Has Entered Non-Binding Letter of Intent with Noble Resources for Sale of Alcoa Minerals of Ja,Positive,1
2014-06-17,Market Wrap For June 17: Markets Higher Ahead Of Fed Decision,Negative,-1
2014-06-18,1.2M Share Block Trade in Alcoa @$14.60 at 3:18 PM ET,Positive,1
2014-06-23,Morgan Stanley Sees Good Market Position For Alcoa,Negative,-1
2014-06-24,"Agilent, China Mobile Announce Collaboration on Next-Gen 5G Wireless Communication Systems",Negative,-1
2014-06-26,"Benzinga's M&A Chatter for Thursday June 26, 2014",Positive,1
2014-06-27,No More Gogo For This Week's Momo,Positive,1
2014-06-30,"Alcoa Shares Continue To Fall, DOwn ~1.5 Percent to $14.70",Neutral,0
2014-07-03,"Dow Trades Above 17,000 While S&P 500 Inches Closer To 2,000",Positive,1
2014-07-05,Benzinga Weekly Preview: Markets Looking For Hints From The BOE About A Rate Hike,Positive,1
2014-07-06,"Earnings Expectations For The Week Of July 7: Alcoa, Wells Fargo And More",Positive,1
2014-07-07,Markets Marginally Lower Ahead Of Earnings Season,Neutral,0
2014-07-08,Alcoa Swings To Q2 Profit; Beats Top And Bottom Street Views,Negative,-1
2014-07-09,Alcoa Shares Rise After-Hours on Positive Jim Cramer/Mad Money Comments,Negative,-1
2014-07-10,Stocks Close Lower On Economic Concerns In Europe,Neutral,0
2014-07-11,#Premarket Prep Technical Update - Agilent Finding Support,Positive,1
2014-07-14,Dow Sets New Intraday High; Citigroup Impresses With Earnings,Negative,-1
2014-07-15,"Firth Rixson, United Technologies Sign 10-Year, $1B Aero Engine and Landing Gear Agreement",Negative,-1
2014-07-21,"Alcoa Director Morris Buys 30,120 Shares @$16.54/Share -Form 4",Positive,1
2014-07-25,Gartman Sees Alcoa Shares Hitting $40; CEO Sells At $16,Negative,-1
2014-07-31,Dow Suffers 300 Point Drop; S&P 500 And NASDAQ Also Tumble,Neutral,0
2014-08-06,Gain An Inside Edge In Your ETF Portfolio,Positive,1
2014-08-07,Nomura Says Aluminum Rally Is Overdone,Neutral,0
2014-08-12,"#PreMarket Primer: Tuesday, August 12: NATO Reports 'High Probability' Of Russian Invasion",Neutral,0
2014-08-14,"Markets Gather Some Momentum As Volume Remains Light, Geopolitical Tension Improving",Neutral,0
2014-08-25,"S&P 500 Hits 2,000 Milestone As Bullish Momentum Continues",Negative,-1
2014-09-02,Agilent Technologies Launches ClearSeq AML Sequencing Cancer Research Panels,Positive,1
2014-09-08,"Morgan Stanley Initiates Coverage on Agilent Technologies, Inc. at Equalweight, Announces $62.00 PT",Positive,1
2014-09-09,Top 4 Stocks In The Aluminum Industry With The Highest Revenue,Positive,1
2014-09-11,"United States Steel Corporation, Pandora Media Inc Highlight CNBC's Stock Pops & Drops From Septembe",Positive,1
2014-09-15,Alcoa Reports Proposed Public Offering of 25M in Mandatory Convertible Preferred Shares,Positive,1
2014-09-16,Dow Makes Record High As Volume Picks Up,Negative,-1
2014-09-17,"Agilent Reports Board Has Approved Separation of Keysight, Declaring Special Distribution of Keysigh",Positive,1
2014-09-18,"Stocks To Watch For September 18, 2014",Positive,1
2014-09-19,Agilent Announces Partial Redemption Of Outstanding 6.5% Senior Notes,Positive,1
2014-09-23,"Tigress Posts Buy Ratings On Alcoa Inc, Kaiser Aluminium Corp.",Positive,1
2014-09-25,UPDATE: Stifel Reiterates On Alcoa Inc On Raised 3Q14 EPS Estimates,Positive,1
2014-09-29,8-K from Agilent Shows Co. Received Letter from DoJ Disclosing Inquiry Has Been Closed,Positive,1
2014-09-30,Benzinga's Top Upgrades,Positive,1
2014-10-02,"BTIG Research Initiates Coverage on Agilent Technologies, Inc. at Neutral",Positive,1
2014-10-03,UPDATE: BTIG Research Initiates Coverage On Agilent Technologies Following Keysight Separation,Positive,1
2014-10-05,"Earnings Expectations For The Week Of October 6: Alcoa Inc, PepsiCo, Inc. & More",Positive,1
2014-10-06,Keysight Technologies Announces Pricing of $1.1B Offering,Positive,1
2014-10-07,"#PreMarket Primer: Tuesday, October 7: Negotiations In Hong Kong Expected To Be Difficult",Positive,1
2014-10-08,Alcoa Inc. Q3 Beats Street Views; Touts Repositioning Strategy,Positive,1
2014-10-09,Alcoa On Low Of Day At $15.44,Neutral,0
2014-10-10,"Tech, Semiconductors Among Worst Performers As Sell-Off Continues",Neutral,0
2014-10-13,Alcoa Manufactures World's Largest Single-Piece Forged Aluminum Hull For Combat Vehicles To Improve ,Negative,-1
2014-10-14,Agilent Technologies Announces Closure of Its Nuclear Magnetic Resonance Business,Neutral,0
2014-10-15,"Option Alert: Agilent Feb $52.5 Call; 1,939 Contract Trade at Ask @$2.79; Currently $50.51",Positive,1
2014-10-17,"Agilent Technologies Unit Enters Notes Pact, Proceeds For Cash Distribution To Agilent",Positive,1
2014-10-20,UPDATE: Bank Of America Reiterates On Agilent Technologies Following Investor Presentations,Positive,1
2014-10-23,Alcoa to Sell Ownership Stake in Mt. Holly Smelter to Century Aluminum For $67.5M,Positive,1
2014-10-27,"Keysight Tech to Replace Universal Corp. in S&P MidCap 400, Universal to Replace Rubicon, Halyard He",Positive,1
2014-10-29,"Morgan Stanley Maintains Equal-weight on Agilent Technologies, Inc., Raises PT to $55.00",Negative,-1
2014-10-31,"Alcoa Offers Notice of Pendency, Proposed Settlement of Holder Derivative Actions",Positive,1
2014-11-03,Agilent Technologies Granted Dismissal in Patent Infringement Suit Brought by Genetic Technologies,Neutral,0
2014-11-04,Top 4 NYSE Stocks In The Medical Laboratories & Research Industry With The Highest ROE,Negative,-1
2014-11-07,"#PreMarket Primer: Friday, November 7: Boehner Reveals Intentions To Modify Obamacare",Positive,1
2014-11-17,Agilent Technologies Reports Narrow EPS Miss,Neutral,0
2014-11-18,"Mid-Day Market Update: SunEdison, TerraForm Jump On First Wind Acquisition; TJX Shares Drop",Neutral,0
2014-11-20,UPDATE: Alcoa's Revenues Expected to Increase by $1.6B in 2016 from Firth Rixson Acquisition,Negative,-1
2014-11-21,"Metal Stocks Rally, Gold Stocks Slumber",Neutral,0
2014-11-25,Alcoa Surges On Toyota's Aluminum Plans,Negative,-1
2014-11-28,Drop In Iron Ore Hitting Mining ETFs,Neutral,0
2014-12-01,Alcoa Completes Sales Of Two Upstream Assets,Positive,1
2014-12-04,Alcoa Unveils Next-Generation Aluminum Materials Through Breakthrough Manufacturing Technology,Negative,-1
2014-12-06,What CEOs Are Saying About Washington Politics,Positive,1
2014-12-10,"SNC-Lavalin Group Member, Kentz Awarded 4-year Contract by Qatar Shell",Negative,-1
2014-12-11,"Alcoa Reports Doubling of High-Tech Coating Capacity in Michigan, Expansion Totaling $16.7M",Negative,-1
2014-12-15,Alcoa's CEO On TITAL Acquisition And Effects On Business From Lower Oil Prices,Neutral,0
2014-12-16,"#PreMarket Primer: Tuesday, December 16: Industrial Activity In China Adds To Growing Concern About ",Negative,-1
2014-12-17,Morgan Stanley Hikes Alcoa's Q4 Estimates,Neutral,0
2014-12-18,How Alcoa Stands Out In A Strong Industry,Positive,1
2014-12-21,Alcoa Announces Refinery at Ma'aden-Alcoa Joint Venture Produces First Alumina from Saudi Bauxite,Positive,1
2014-12-30,59 Financial Experts Just Revealed What 2015 Could Bring,Positive,1
2015-01-08,Dubai International Capital Seeking Sale of German Alumina Products Maker Almatis; Has Hired Barclay,Positive,1
2015-01-09,"Option Alert: Alcoa Jan $17 Call; 5,000 Contract Trade at Ask @$0.12; Currently $16.04",Positive,1
2015-01-11,4 Q4 Earnings Stories To Keep An Eye On,Positive,1
2015-01-12,Agilent Introduces GenetiSure Pre-Screen Kit,Positive,1
2015-01-13,CNBC's Stock Pops & Drops From January 13,Neutral,0
2015-01-14,Can This Tech Giant (That Returned 41% In 2014) Keep Running?,Positive,1
2015-01-23,Notable Option Activity For January 23:,Positive,1
2015-01-26,Benzinga's Top #PreMarket Losers,Positive,1
2015-01-29,Alcoa Flies To Resell 36M Shares Of Common Stock By Selling Shareholders,Positive,1
2015-01-30,Alcoa Opens Expanded Wheel Manufacturing Faclitiy in Hungary,Positive,1
2015-02-09,Alcoa and Century Aluminum Fall Amid JP Morgan Downgrades,Neutral,0
2015-02-10,"S&P 500 Stocks With Most Active Options Today: BXP, A, PSA, TE, PCL, GRMN",Positive,1
2015-02-13,"Simons-Founded Renaissance Technologies Buys Apple, Closes Facebook, Trims McDonald's In Q4",Positive,1
2015-02-16,"Agilent's Dako, ONO PHARMACEUTICAL, Announce Partnership to Develop PD-L1 Companion Diagnostic Test ",Negative,-1
2015-02-17,"Agilent Sees FY15 Adj. EPS $1.67-$1.73 vs $1.73 Est., Sales $4.06B-$4.12B vs $4.12B Est.; Sees Q2 Ad",Positive,1
2015-02-18,Agilent Technologies Begins Innovative Cloning Kit,Positive,1
2015-02-25,BTIG Research Upgrades Agilent Technologies to Buy,Negative,-1
2015-02-26,"Option Alert: AA May $15 Put 3,571 Traded vs 78 OI",Positive,1
2015-03-03,Alcoa Completes Acquisition of TITAL,Positive,1
2015-03-04,Alcoa Facing Resistance: A Technical Look,Positive,1
2015-03-05,CNBC's Stock Pops & Drops From March 4,Neutral,0
2015-03-06,Citi Updates Bullish Stance On Alcoa,Positive,1
2015-03-08,Will Apple And AT&T Break This Dow Transition Pattern?,Positive,1
2015-03-09,"Benzinga's M&A Chatter for Tuesday March 9, 2015",Positive,1
2015-03-10,UBS Initiates Coverage on Agilent Technologies at Neutral,Positive,1
2015-03-14,"Stocks Just Fell For A Third Consecutive Week, But Does The Market Deserve The Benefit Of The Doubt?",Neutral,0
2015-03-17,"Alcoa Continues Reshaping Upstream Business, 443,000 Metric Tons of Suralco's Refining Capacity to b",Neutral,0
2015-03-18,Why Alcoa's Latest Curtailment Won't Do Anything For Earnings,Positive,1
2015-03-24,Agilent's Dako Unit Reports Expanded Collaboration Deal with Amgen for Companion Diagnostics,Negative,-1
2015-03-29,3 Earnings To Bring This Season To A Close,Negative,-1
2015-03-30,"Agilent Tech Reports Rigaku To Buy Agilent's X-Ray Diffraction Business, No Terms Disclosed",Positive,1
2015-04-02,Analyst: Why I'm Bullish On Alcoa's Aerospace Plan,Negative,-1
2015-04-05,It's Back: Alcoa Kicks Off The Unofficial Start To Earnings Season,Positive,1
2015-04-06,"Jobs Report Stinker Leaves Fed Call, Stocks Move Up In The Air",Negative,-1
2015-04-08,"Kleinfeld: RTI regulatory and shareholder approval should take another 2-5 months. It's ""well on tra",Positive,1
2015-04-09,Stifel Lowers Alcoa's Price Target By A Buck,Negative,-1
2015-04-10,CNBC's Stock Pops & Drops From April 9,Neutral,0
2015-04-13,"Alcoa Director Tata Buys 3,405 Shares @$13.14/Share -Form 4",Positive,1
2015-04-17,Top 4 Stocks In The Aluminum Industry With The Highest Gross Margin,Negative,-1
2015-04-22,Why Cleveland Research Is Initiating Alcoa At Neutral,Positive,1
2015-04-23,Agilent Announces Collaboration with National University of Singapore Bioanalytical Studies,Negative,-1
2015-04-30,Moody's Changes Alcoa's Outlook To Positive; Affirms All Ratings,Negative,-1
2015-05-01,Is Aluminum On The Rebound?,Positive,1
2015-05-04,"Agilent Announces Purchase of Catagenia, No Terms Disclosed",Positive,1
2015-05-05,TD Ameritrade's Investor Movement Index Out For April,Positive,1
2015-05-06,Universal Alloy Offers Statement Related to 'Baseless' Suit by Alcoa,Neutral,0
2015-05-18,"Momo, Take-Two, Urban Outfitters Lead Monday's After-Hours Movers",Positive,1
2015-05-19,Morning Market Losers,Positive,1
2015-05-20,What's Agilent Worth Now?,Positive,1
2015-05-21,U.S. Companies Who Fell Victim To Hacking Attacks Get Government Support,Positive,1
2015-05-26,Goldman's 7 Auto Industry Megatrends For The Next Decade,Positive,1
2015-05-28,Agilent Announces $1.14B Buyback Plan,Positive,1
2015-06-02,"Barclays Analyst Commenting on Strength in Metals, Mining Names: Says Not Seeing Anything Special Re",Neutral,0
2015-06-04,Berger: Alcoa 'Ripe For An Oversold Bounce Trade',Neutral,0
2015-06-11,"Agilent Tech, Waters Corp. Announce Formal Agreement To Exchange Instrument Controls To Improve Prod",Negative,-1
2015-06-12,"Agios Reports New, Final Data from Phase 1 Multiple Ascending Dose (MAD) Study in Healthy Volunteers",Positive,1
2015-06-22,Alcoa Continues To Move Lower,Negative,-1
2015-06-24,Agilent Shares Spike to Higher With Unusual Call Activity,Negative,-1
2015-06-25,Shares of Agilent Selling Off Following News of Thermo Fisher Acquisition; Heavy Call Activity in Bo,Neutral,0
2015-06-29,"Plenty Packed Into Stock Market's Holiday Week: Greece Crisis, Payrolls",Positive,1
2015-07-05,"Materials, Europe And China ETFs To Watch This Week",Positive,1
2015-07-06,"Alcoa Earnings Preview: Crowd, Experts Have Bullish Expectations",Negative,-1
2015-07-08,"Why Alcoa, WD-40, Alibaba, Herbalife, Anthera Pharma Are Moving After-Hours",Positive,1
2015-07-09,"Morningstar: $19 Fair Value For Alcoa, 'Upside Potential From Here'",Negative,-1
2015-07-23,Filing from Alcoa Shows Registration for ~39.4M Shares of Common Stock,Positive,1
2015-07-31,"Jim Cramer Shares His Thoughts On Seadrill, Transocean, Fiat Chrysler, Alcoa, Texas Roadhouse, Denny",Positive,1
2015-08-04,Benzinga's Top Upgrades,Positive,1
2015-08-11,Mid-Day Market Update: Tuesday's Top 10 Volume Stocks,Positive,1
2015-08-14,13F from Soros' Soros Fund Mgmt Shows New ~5.3M Share Stake in Alcoa,Positive,1
2015-08-17,Agilent Beats Q3 Expectations,Negative,-1
2015-08-18,Watch These After-Hours Movers On Tuesday,Positive,1
2015-08-21,5 U.S. Stocks Suffering From China Exposure,Neutral,0
2015-08-23,"Glick: If I Had To Buy One Stock, It'd Be Alcoa",Positive,1
2015-08-28,Option Alert: $AA Sep 4 $9.5 Call; Vol 13536 vs 1458 OI; Now $9.35,Positive,1
2015-09-02,Agilent Technologies No Longer to Include Orders in Financial Reporting,Positive,1
2015-09-03,3D Printing Facility Could Be Alcoa's Path To Modernization,Positive,1
2015-09-08,Why Bank Of America Went Bullish On Alcoa,Positive,1
2015-09-09,Agilent Technologies To Acquire Seahorse Bioscience FOr $235M Cash; Seahorse FY15 Rev. Estimated At ,Negative,-1
2015-09-10,"8-K from Opthotech Shows Co. Entered Into Commercial Manufacturing, Supply Deal with Agilent",Negative,-1
2015-09-14,Aloca Announces Commercialization of Micromill Technology with Danieli Group,Positive,1
2015-09-15,"Bruker Corp Has 'Great Story,' But It's Not Time To Jump In Yet",Positive,1
2015-09-16,This Part Of Alcoa's Business Is Flying Under The Radar,Positive,1
2015-09-17,Top 4 Stocks In The Aluminum Industry With The Highest EPS Growth Forecast For Next 5 Years,Negative,-1
2015-09-22,"Aluminum Demand to Grow to 78M Tonnes by 2025, According to Rio Tinto's CEO for Aluminum -Reuters",Negative,-1
2015-09-23,"Jim Cramer Shares His Thoughts On Bank of America, Alcoa And VeriFone Systems",Positive,1
2015-09-27,Costco And Micron Lead Calm Before The Earnings Storm,Positive,1
2015-09-28,"Week Ahead: Budget Battle, Fedspeak, Jobs Data Divert Street Focus To D.C.",Positive,1
2015-09-29,USW Comments on Proposed Alcoa Split,Positive,1
2015-09-30,Option Alert: $AA Nov $10 Put Sweep; 2562 Contracts above Ask @$1.04; Now $9.47,Positive,1
2015-10-02,"Dako, an Agilent Technologies Company, Announces FDA Approval of New Companion Diagnostic for Lung C",Negative,-1
2015-10-04,"Alcoa, PepsiCo Kick Off Q3 Earnings Season",Negative,-1
2015-10-05,"Agilent Company Dako, Announces FDA Approval of New Companion Diagnostic for Lung Cancer",Negative,-1
2015-10-06,Alcoa Inc Surges For Third Day In A Row,Negative,-1
2015-10-07,Probes Reporter Sees 'Real Danger' In Alcoa's RTI Deal,Neutral,0
2015-10-08,"Thursday's After-Hours Movers Led By Alcoa, Ruby Tuesday, AngioDynamics And Hellen Of Troy",Positive,1
2015-10-09,"Dako, an Agilent Technologies Company, Announces FDA Approval of New Test for Lung Cancer Patients",Negative,-1
2015-10-12,US Stock Futures Flat Ahead Of Fed Speakers,Neutral,0
2015-10-15,June 13 Fed Update,Positive,1
2015-10-26,"JPMorgan Stake Reports 0.9% Passive Stake in Alcoa as of October 13, 2015 vs 5.6% at December 31, 20",Positive,1
2015-11-02,Alcoa to Curtail Smelting And Refining Capacity,Neutral,0
2015-11-04,UPDATE: Alcoa On Track To Separate Into 2 Public Companies By 2H16,Positive,1
2015-11-05,Agilent Reports Instrument Control Exchange Deal with Thermo Fisher Scientific,Negative,-1
2015-11-09,"Why Nomura Is Downgrading Alcoa, Century",Positive,1
2015-11-13,Baupost Shows New ~52M Share Stake in Alcoa,Positive,1
2015-11-16,Glenview Shows New ~4.6M Share Stake in Agilent Tech,Positive,1
2015-11-17,US Stock Futures Surge Ahead Of Wal-Mart Earnings,Negative,-1
2015-11-23,"UPDATE: Alcoa Says Elliott Advised Co of their Ownership of AA Shares Several Weeks Ago, Shortly Aft",Negative,-1
2015-11-24,Alcoa Announces Post-Separation Executive Management Teams,Positive,1
2015-11-25,"China's Aluminium, Nickel Producers Ask State to Buy Surplus Metal -Reuters",Positive,1
2015-12-06,Barron's Recap: Top Picks For 2016,Positive,1
2015-12-08,"Goldman Upgrades Agilent Technologies, FEI Company And Myriad Genetics",Positive,1
2015-12-09,Benzinga's Top Upgrades,Positive,1
2015-12-14,Miners: The Best Way To Play A Rate Hike?,Positive,1
2015-12-17,"Alcoa Reports Multi-Year Deal with Boeing, Contracts Valued at $2.5B+",Negative,-1
2015-12-19,Bet On A Resources Rebound With This New ETF,Negative,-1
2015-12-28,Transocean Announces Shell Early Termination of Polar Pioneer Contract,Neutral,0
2015-12-29,"UBS Says 5 Most Shorted Stocks On Monday Were TSLA, CAT, NFLX, AA, & BABA According To Client Concen",Positive,1
2016-01-03,Earnings Expectations: Little Excitement For Bed Bath & Beyond And Monsanto,Positive,1
2016-01-04,Option Alert: AA Jan16 9.0 Puts Sweep: 2106 @ ASK $0.22: 2218 traded vs 20k OI: Earnings 1/11 After ,Positive,1
2016-01-06,Deutsche Bank Initiates Coverage on Agilent Technologies at Hold,Positive,1
2016-01-07,Benzinga's Top Upgrades,Positive,1
2016-01-08,Option Alert: AA Jan16 9.0 Calls: 5000 @ Above Ask! $0.12: 5331 traded vs 19k OI: Earnings 1/11 Afte,Positive,1
2016-01-10,Earnings Season Kicks Off: Alcoa And Intel,Positive,1
2016-01-11,4 Stocks Moving In Monday's After-Hours Session,Neutral,0
2016-01-12,"Another No Good, Very Bad Day For The Market?",Neutral,0
2016-01-14,Stocks Hitting 52-Week Lows,Neutral,0
2016-01-20,"Over 1,000 Stocks On The NYSE Just Hit 52-Week Lows",Neutral,0
2016-01-21,Option Alert: AA Mar16 7.0 Puts Sweep: 9604 @ ASK $0.66: 10k traded vs 4585 OI: $6.95 Ref,Positive,1
2016-01-25,"Amended 13D Filing from Elliott on Alcoa Shows Elliott, Elliott Int'l, EICA Has Combined Economic Ex",Positive,1
2016-01-28,"Alcoa Wins Another Major Contract, Investors Shrug Off News",Negative,-1
2016-02-01,UPDATE: Alcoa To Now Recognize An Increase In EPS Loss From ($0.39) To ($0.55),Negative,-1
2016-02-03,Alcoa Sidesteps Board Room Battle,Positive,1
2016-02-04,"Alcoa 8-K Confirms Schmidt, Plant, And Mahoney Board Positions And Increase In Board From 12 To 15",Negative,-1
2016-02-12,13F Shows Baupost Group Liquidates Stake In Alcoa,Positive,1
2016-02-16,Earnings Recap For February 16,Positive,1
2016-02-17,"Baird Maintains Outperform on Agilent Technologies, Lowers PT to $46.00, Says FY 2016 Upside Offers ",Neutral,0
2016-02-29,25 Headlines Moving The Markets This Week,Positive,1
2016-03-02,"Cowen &amp; Company Maintains Market Perform on Alcoa, Lowers PT to $10.00, Says Co Facing Substanti",Neutral,0
2016-03-03,Benzinga's Top Initiations,Positive,1
2016-03-08,"Amedisys Reports Q4 Corp Ops $0.40 Vs Est $0.35, Sales $338.4M Vs Est $322.01M",Positive,1
2016-03-11,U.S. Metals: Balancing A Constructive Domestic Macro Environment Against China Risks,Negative,-1
2016-03-15,Alcoa Announces Future Value-Add Co. Will Be Named 'Arconic',Positive,1
2016-03-16,Bank Of America: Steel Dynamics A Better Bet Than U.S. Steel,Negative,-1
2016-03-17,"Nomura Downgrades Vale, BHP Billiton From Buy To Neutral",Neutral,0
2016-03-23,Option Alert: AA Apr16 9.5 Puts Sweep: 3345 @ ASK $0.52: 3442 traded vs 360 OI: Earnings 4/11 After ,Positive,1
2016-03-29,Option Alert: AA Apr16 9.0 Puts Sweep: 2500 @ ASK $0.22: 2526 traded vs 31k OI: Earnings 4/11 After ,Positive,1
2016-03-30,Alcoa Announces Will Sell Stake in Australian Nat Gas Pipeline to Duet Group for ~$154M,Positive,1
2016-03-31,Moody's Confirms Alcoa's Ratings (Ba1 CFR); Outlook Negative,Negative,-1
2016-04-06,Agilent Subsidiary Dako Reports Commercial Availability Of New Lung Cancer Test In EU,Negative,-1
2016-04-07,Agilent Reports Deal with Applied Spectral Imaging for Co-Marketing of Fluorescence In Situ Hybridiz,Positive,1
2016-04-11,"Monday's After-Hours Recap: Index Movers, Alcoa's Earnings & More",Positive,1
2016-04-12,Alcoa Drops 3% Following Sales Miss,Neutral,0
2016-04-13,Alcoa: The Day After Its Q1 Report,Positive,1
2016-04-14,"After-Hours Recap: Big Banks, Liquidity Services's DoD Deal, Haemonetics' CFO & More",Positive,1
2016-04-18,Agilent Technologies Unveils New Software To Help Researchers,Negative,-1
2016-04-20,"Director Sorrell Buys 2,100 Shares of Alcoa @$10.36/Share -Form 4",Positive,1
2016-04-22,"8-K from Alcoa Shows Co. Will Become Owner of Rolling Mill at Warrick Operations, Stake in Ma'aden R",Positive,1
2016-04-26,Rosenblatt Initiates Coverage on Alcoa at Buy,Positive,1
2016-04-27,Option Alert: AA Jul16 11.0 Puts Sweep: 3131 @ ASK $0.72: 3294 traded vs 678 OI: $11.29 Ref,Positive,1
2016-04-28,"Dir Schmidt Buys 5,000 Shares of Alcoa @$10.25/Share -Form 4",Positive,1
2016-05-03,Agilent Technologies Launches New Atomic Spectroscopy Platform,Positive,1
2016-05-04,"Big Volume In Alcoa, Seeing Action In The Jan17 $11 Calls",Negative,-1
2016-05-05,SEC To Wall Street: No More Non-GAAP Accounting... For Real This Time,Positive,1
2016-05-10,Agilent Technologies Launches InfinityLab,Positive,1
2016-05-11,Goldman Adds Agilent To Conviction List: 'EPS Drivers Are Underappreciated',Neutral,0
2016-05-16,Agilent Q2'16 Earnings Conference Call: Full Transcript,Positive,1
2016-05-17,Benzinga's Volume Movers,Positive,1
2016-05-23,'The Little Engine That Could': Bank Of America Upgrades Alcoa,Positive,1
2016-05-25,Option Alert: AA Jul16 11.0 Calls Sweep: 3489 @ ASK $0.20: 3786 traded vs 153k OI: Earnings 7/11 Aft,Positive,1
2016-05-31,Alcoa Vs. Alumina Limited: Sterne Agee CRT's Take,Positive,1
2016-06-08,7 Takeaways From Agilent's 10Q,Positive,1
2016-06-09,Watch These 7 Huge Call Purchases In Thursday Trade,Positive,1
2016-06-14,February 27 Earnings Update,Positive,1
2016-06-15,Bank Of America Calls Steel Prices 'As Good As It Gets',Negative,-1
2016-06-22,Option Alert: AA Fri 7/22 10.0 Calls (Wkly) Sweep: 1358 @ ASK $0.50: 1385 traded vs 491 OI: Earnings,Positive,1
2016-06-27,Agilent Technologies Announces Its Plan To Acquire Assets of iLab Solutions,Positive,1
2016-06-29,New Details On Alcoa's Plans To Split Into 2 Companies,Positive,1
2016-06-30,"Analysts' Focus On Alcoa Shifts Away From Company Split, Back To Earnings",Positive,1
2016-07-07,Fitch Removes Alcoa's 'BB+' IDR from Evolving Watch; Outlook Stable,Positive,1
2016-07-08,Brexit Bumped Out Of The Market's Mind By Impending Earnings Season,Neutral,0
2016-07-11,"Alcoa Subsidiary APGI To Sell 4 Hydroelectric Power Plants, Terms Not Disclosed",Positive,1
2016-07-12,Record Highs For Dow Jones And S&P 500,Negative,-1
2016-07-13,Stocks Hitting 52-Week Highs,Negative,-1
2016-07-22,"BTIG Research Assumes Agilent Technologies at Buy, Announces $55.00 PT",Positive,1
2016-07-27,"UPDATE: Alcoa To Hold Special Meeting Oct. 5th, 2016 To Seek Shareholder Approval On 1-for-3 Reverse",Positive,1
2016-08-02,"Notable Stocks Trading Ex-Dividend Wednesday, August 3",Positive,1
2016-08-17,"After-Hours Action: Cisco, Agilent, NetApp And L Brands On The Move",Positive,1
2016-08-18,BTIG Thinks Agilent's Transformation Is In The Early Innings,Positive,1
2016-08-24,Alcoa Names Kate Hargrove Ramundo Future Arconic Chief Legal Officer,Positive,1
2016-08-25,A Cascade Of Corporate Exec Hires This Week,Positive,1
2016-09-01,Jim Cramer Gives His Opinion On Alcoa And Under Armour,Positive,1
2016-09-07,Goldman's 7 Favorite Biotech Ideas For 2016,Positive,1
2016-09-09,Seaport Global Initiates Coverage on Alcoa at Neutral,Positive,1
2016-09-13,Option Alert: AA Nov16 10.0 Calls Sweep: 1992 @ ASK $0.45: 2001 traded vs 990 OI: Earnings 10/10 Aft,Positive,1
2016-09-14,Watch These 7 Huge Call Purchases In Wednesday Trade,Positive,1
2016-09-16,Option Alert: AA Fri 10/28 8.5 Puts (Wkly) Sweep: 2264 @ ASK $0.22: 3874 traded vs 35 OI: Earnings 1,Positive,1
2016-09-19,Watch These 5 Huge Put Purchases In Monday Trade,Positive,1
2016-09-20,"Alcoa Inc. Reports Proposed Debt Offering In Connection with Separation, Pricing & Terms Are Subject",Positive,1
2016-09-29,Aloca Board Approves Separation Of Company,Positive,1
2016-10-03,"Morgan Stanley Sees Alcoa Posting A 'modest beat' For Q3, Expects Guidance To Be Cut, Maintains Over",Neutral,0
2016-10-04,"Modest Estimate Beat, Guidance Cut Expected From Alcoa's Q3",Neutral,0
